num_personas,destino,origen,minuto_llegada
95,14,14,71
95,8,8,71
96,7,13,71
97,12,15,71
98,1,6,71
98,15,9,71
100,13,14,71
104,10,6,71
105,3,13,71
106,1,3,71
115,4,4,71
119,5,14,71
121,3,8,71
123,6,5,71
129,5,15,71
146,2,3,71
155,14,6,71
184,10,10,71
190,15,12,71
190,3,12,71
7,10,10,72
12,8,14,72
12,3,12,72
13,2,14,72
19,8,8,72
29,13,8,72
30,5,1,72
32,8,8,72
40,8,5,72
44,9,14,72
45,11,13,72
45,15,2,72
45,14,5,72
46,12,14,72
46,13,10,72
50,6,9,72
51,1,9,72
53,7,7,72
55,9,2,72
55,13,9,72
61,10,12,72
72,6,14,72
72,14,11,72
78,5,1,72
86,8,13,72
92,5,1,72
93,13,2,72
95,6,7,72
101,9,4,72
109,6,8,72
109,4,9,72
109,14,14,72
115,7,5,72
116,10,7,72
120,6,1,72
125,3,12,72
125,6,1,72
132,1,6,72
135,14,15,72
141,5,7,72
147,9,10,72
152,14,4,72
153,1,12,72
156,6,8,72
160,5,14,72
164,8,11,72
172,15,6,72
175,1,6,72
178,9,4,72
178,11,7,72
179,1,8,72
181,4,8,72
182,4,11,72
188,11,3,72
191,1,4,72
192,13,8,72
194,13,3,72
197,14,12,72
198,7,8,72
198,1,3,72
199,1,12,72
199,10,14,72
5,3,3,73
8,7,14,73
12,9,11,73
12,5,2,73
13,1,13,73
13,8,10,73
23,8,13,73
25,6,1,73
26,1,3,73
29,12,13,73
29,1,11,73
35,15,13,73
51,10,8,73
51,2,15,73
52,10,3,73
52,3,13,73
52,12,1,73
54,3,2,73
57,1,12,73
58,1,11,73
65,4,6,73
72,10,1,73
72,14,14,73
73,3,4,73
79,14,10,73
80,8,10,73
86,15,2,73
90,8,6,73
94,2,10,73
99,10,11,73
105,2,8,73
113,3,12,73
131,11,8,73
131,13,8,73
137,12,15,73
146,12,8,73
150,7,12,73
151,12,7,73
152,2,15,73
155,7,3,73
157,9,10,73
157,11,12,73
161,2,13,73
162,13,13,73
164,7,12,73
170,13,6,73
172,9,3,73
174,3,12,73
177,9,1,73
177,6,9,73
181,6,5,73
184,1,10,73
192,4,3,73
192,13,6,73
195,13,10,73
197,3,14,73
200,3,2,73
1,1,9,74
6,3,12,74
14,10,14,74
15,15,8,74
20,7,1,74
21,8,4,74
23,15,8,74
36,11,3,74
37,5,3,74
44,11,8,74
45,9,3,74
51,14,11,74
56,14,7,74
70,14,1,74
76,8,12,74
76,9,2,74
77,12,7,74
79,12,14,74
83,5,1,74
84,6,15,74
85,10,5,74
91,7,12,74
92,13,15,74
93,6,5,74
93,4,12,74
94,7,11,74
94,5,11,74
97,9,12,74
100,7,10,74
107,14,5,74
108,14,4,74
108,14,4,74
131,8,11,74
133,11,15,74
133,11,11,74
137,8,2,74
139,8,15,74
142,1,3,74
146,9,7,74
153,14,4,74
156,9,3,74
166,13,6,74
166,13,3,74
168,13,8,74
170,5,10,74
171,7,5,74
172,13,3,74
177,3,5,74
185,8,10,74
188,15,12,74
188,15,15,74
189,7,2,74
190,9,14,74
190,9,8,74
195,3,15,74
4,7,13,75
4,15,5,75
16,3,10,75
26,7,10,75
39,7,9,75
43,14,6,75
44,8,12,75
47,2,1,75
48,8,6,75
55,10,8,75
55,1,10,75
57,15,5,75
72,12,8,75
73,9,5,75
76,9,11,75
78,3,11,75
84,10,1,75
86,3,5,75
87,12,5,75
102,15,14,75
103,7,8,75
106,12,7,75
112,9,6,75
115,13,6,75
125,13,8,75
133,14,9,75
135,6,10,75
138,11,7,75
143,12,6,75
153,13,11,75
157,3,8,75
159,4,14,75
164,11,10,75
164,10,6,75
173,13,5,75
174,14,11,75
180,12,6,75
184,4,12,75
187,4,4,75
191,14,6,75
198,9,3,75
200,6,12,75
12,4,3,76
18,8,1,76
27,8,11,76
27,10,8,76
38,8,5,76
41,7,14,76
41,3,10,76
44,14,13,76
49,2,8,76
56,14,10,76
58,12,15,76
58,14,9,76
58,10,3,76
60,9,1,76
62,12,7,76
85,5,13,76
88,2,4,76
88,15,10,76
90,5,15,76
97,13,10,76
105,2,10,76
109,7,3,76
110,12,4,76
122,9,15,76
133,13,15,76
133,15,8,76
136,3,1,76
140,2,9,76
141,10,14,76
147,10,11,76
155,5,14,76
156,7,11,76
157,13,11,76
158,2,10,76
162,5,14,76
168,2,15,76
174,4,1,76
185,9,11,76
189,10,9,76
191,5,6,76
193,12,12,76
193,13,15,76
199,4,13,76
1,14,6,77
7,1,6,77
12,12,9,77
13,12,5,77
15,7,2,77
17,5,15,77
22,13,6,77
26,7,13,77
33,9,7,77
37,13,2,77
37,12,8,77
42,12,15,77
43,4,1,77
49,13,4,77
57,6,10,77
57,2,12,77
63,10,2,77
65,2,13,77
66,15,8,77
67,2,11,77
69,9,12,77
74,13,10,77
89,9,2,77
91,5,4,77
103,2,5,77
105,12,13,77
109,10,11,77
138,10,2,77
142,12,6,77
144,13,14,77
152,11,12,77
153,11,3,77
155,9,3,77
155,13,15,77
156,13,11,77
166,14,9,77
174,11,5,77
179,15,13,77
183,12,11,77
183,10,4,77
197,8,15,77
198,9,6,77
10,2,1,78
11,15,2,78
12,6,13,78
21,5,12,78
25,2,5,78
28,9,7,78
30,10,5,78
32,2,3,78
32,12,3,78
39,14,3,78
44,3,6,78
53,3,2,78
59,14,12,78
62,11,5,78
62,12,7,78
65,4,11,78
68,3,3,78
70,11,2,78
75,5,9,78
82,5,7,78
91,15,7,78
106,10,15,78
106,15,8,78
111,9,14,78
114,5,5,78
115,14,12,78
123,14,7,78
128,12,4,78
132,6,15,78
148,14,15,78
149,9,4,78
151,5,12,78
158,15,10,78
161,2,5,78
165,6,6,78
168,11,7,78
169,14,15,78
170,14,6,78
177,4,3,78
182,15,14,78
183,4,4,78
188,13,12,78
190,15,10,78
194,3,8,78
195,10,1,78
196,12,8,78
2,13,7,79
3,9,12,79
14,5,11,79
24,4,1,79
24,14,8,79
30,9,15,79
30,8,3,79
31,15,13,79
32,1,14,79
32,10,5,79
32,1,8,79
35,15,14,79
48,8,14,79
57,14,12,79
60,6,7,79
62,1,9,79
65,12,6,79
67,3,5,79
69,3,11,79
79,12,7,79
79,2,3,79
81,4,10,79
83,1,1,79
90,9,7,79
91,7,13,79
92,12,5,79
92,4,12,79
97,8,5,79
99,1,9,79
100,10,9,79
108,7,9,79
113,5,1,79
114,15,14,79
117,9,6,79
118,4,13,79
119,5,4,79
123,9,9,79
123,7,3,79
131,8,1,79
149,7,8,79
150,9,9,79
153,8,14,79
155,7,2,79
159,12,7,79
162,8,14,79
164,13,6,79
164,12,11,79
169,10,1,79
169,9,9,79
170,10,1,79
174,6,14,79
181,8,15,79
182,3,15,79
191,7,13,79
191,9,12,79
194,3,8,79
200,2,10,79
3,7,9,80
4,4,10,80
8,15,14,80
8,9,3,80
8,13,8,80
12,14,14,80
19,2,1,80
21,12,3,80
21,3,13,80
22,7,3,80
27,11,13,80
32,12,7,80
37,10,9,80
38,3,12,80
40,3,4,80
42,9,14,80
42,8,6,80
44,14,13,80
54,8,8,80
56,15,7,80
63,8,2,80
63,2,7,80
77,9,6,80
81,2,9,80
81,15,4,80
83,13,5,80
84,4,4,80
85,1,7,80
87,11,12,80
102,12,8,80
102,1,5,80
103,14,11,80
110,10,9,80
111,3,11,80
112,3,9,80
118,6,12,80
128,3,2,80
137,12,13,80
141,5,14,80
144,15,3,80
154,7,9,80
155,6,15,80
156,12,2,80
157,5,12,80
157,1,8,80
166,1,14,80
176,10,1,80
178,5,8,80
192,3,2,80
199,6,12,80
199,11,7,80
6,13,1,81
15,6,4,81
15,10,5,81
25,7,4,81
28,6,11,81
35,15,5,81
39,8,5,81
40,13,7,81
46,2,9,81
47,3,4,81
49,9,2,81
56,9,4,81
61,9,13,81
61,12,3,81
69,15,1,81
74,11,3,81
75,7,8,81
79,1,2,81
84,12,11,81
89,1,8,81
104,11,7,81
106,6,14,81
114,13,4,81
114,9,2,81
118,12,8,81
120,4,4,81
123,11,8,81
127,3,6,81
137,2,4,81
143,5,7,81
144,10,3,81
150,9,5,81
151,2,13,81
151,12,12,81
152,8,2,81
155,1,9,81
155,14,15,81
157,3,11,81
186,8,10,81
187,4,11,81
190,3,12,81
195,12,8,81
198,14,13,81
1,11,11,82
5,5,1,82
11,6,13,82
13,9,1,82
20,6,13,82
23,13,2,82
34,7,8,82
36,11,2,82
39,5,6,82
41,4,3,82
44,13,4,82
48,14,11,82
52,12,3,82
60,8,12,82
65,7,2,82
67,11,9,82
85,3,12,82
86,6,3,82
90,1,4,82
92,7,9,82
99,2,13,82
101,4,14,82
105,1,1,82
107,13,12,82
116,14,13,82
118,6,2,82
128,12,3,82
147,15,11,82
147,4,11,82
155,5,7,82
158,3,14,82
160,12,11,82
163,13,5,82
163,5,8,82
164,6,8,82
164,3,13,82
165,5,11,82
165,12,5,82
167,14,10,82
172,6,15,82
173,7,3,82
175,3,11,82
181,4,12,82
191,4,3,82
192,9,15,82
195,1,6,82
3,7,6,83
13,15,2,83
15,7,3,83
18,4,5,83
27,13,9,83
51,6,1,83
54,1,14,83
56,12,4,83
62,5,11,83
63,2,12,83
64,8,8,83
65,15,12,83
65,5,2,83
66,13,15,83
71,15,9,83
78,6,14,83
83,8,2,83
91,5,6,83
102,4,14,83
105,1,6,83
120,5,11,83
125,15,15,83
129,15,15,83
133,11,11,83
135,8,9,83
149,4,6,83
152,12,4,83
154,2,11,83
160,2,13,83
167,3,8,83
169,3,9,83
169,15,3,83
181,15,10,83
185,7,4,83
188,14,6,83
188,10,11,83
188,2,15,83
194,10,10,83
195,10,7,83
195,14,6,83
198,11,3,83
11,9,1,84
15,11,13,84
21,10,9,84
22,4,6,84
25,13,13,84
28,10,14,84
31,14,7,84
31,6,5,84
33,3,2,84
38,15,15,84
43,12,10,84
44,8,12,84
54,7,2,84
59,9,9,84
66,4,15,84
68,9,10,84
68,13,3,84
72,11,14,84
79,1,2,84
83,8,11,84
85,14,3,84
93,3,3,84
93,2,1,84
95,5,15,84
99,4,12,84
100,11,13,84
113,3,14,84
125,6,12,84
126,9,1,84
129,2,10,84
135,14,7,84
142,6,12,84
147,1,10,84
155,10,5,84
157,4,12,84
159,7,2,84
172,6,5,84
181,12,14,84
181,11,11,84
192,14,6,84
197,9,11,84
198,11,12,84
2,6,14,85
6,3,10,85
22,6,4,85
26,14,6,85
30,10,3,85
32,11,14,85
38,12,5,85
53,8,12,85
60,11,8,85
60,11,13,85
63,15,12,85
63,2,2,85
65,8,8,85
68,8,8,85
71,4,5,85
75,7,1,85
80,6,5,85
80,10,4,85
89,9,10,85
90,7,8,85
95,9,7,85
101,3,15,85
106,12,3,85
107,5,6,85
116,1,14,85
134,12,3,85
140,7,14,85
148,5,2,85
152,14,9,85
153,4,6,85
155,10,7,85
155,9,12,85
158,15,2,85
161,10,4,85
162,8,11,85
164,9,2,85
167,4,14,85
169,12,9,85
174,14,1,85
188,3,8,85
191,12,9,85
195,14,14,85
200,15,7,85
2,12,15,86
4,5,3,86
6,8,5,86
12,11,6,86
16,1,2,86
24,9,7,86
26,14,10,86
36,3,10,86
46,3,1,86
47,12,2,86
57,8,6,86
58,4,5,86
68,9,4,86
81,15,12,86
81,12,7,86
82,15,2,86
93,2,3,86
98,9,3,86
98,7,12,86
103,4,3,86
106,13,12,86
106,5,11,86
109,2,6,86
112,3,12,86
114,9,12,86
121,14,2,86
122,10,15,86
122,15,8,86
129,14,1,86
129,11,10,86
134,12,8,86
136,8,3,86
146,9,4,86
148,7,12,86
161,12,13,86
167,14,9,86
171,2,14,86
171,7,10,86
181,13,2,86
186,4,2,86
188,1,13,86
189,5,13,86
190,12,2,86
192,1,1,86
194,14,3,86
199,4,5,86
1,6,13,87
6,4,3,87
14,8,3,87
19,5,15,87
20,1,15,87
24,9,11,87
31,7,11,87
37,2,2,87
38,11,9,87
39,6,15,87
41,12,1,87
53,1,12,87
59,9,11,87
73,12,8,87
75,8,3,87
76,1,5,87
91,4,4,87
92,2,5,87
96,11,2,87
105,4,4,87
108,2,13,87
110,1,10,87
111,5,5,87
120,10,15,87
120,14,14,87
121,2,2,87
123,6,9,87
125,1,5,87
136,12,10,87
136,4,15,87
143,10,12,87
147,8,10,87
150,12,12,87
154,10,14,87
159,3,1,87
164,7,13,87
164,2,3,87
166,12,6,87
167,7,13,87
169,4,9,87
172,2,12,87
188,5,1,87
189,1,5,87
191,13,4,87
16,14,6,88
18,15,5,88
19,10,6,88
19,12,8,88
25,14,9,88
26,11,13,88
27,12,6,88
29,11,15,88
32,9,11,88
38,2,11,88
40,4,11,88
41,7,10,88
42,12,10,88
49,8,3,88
52,14,15,88
52,2,5,88
63,9,14,88
69,12,8,88
83,2,1,88
90,11,10,88
92,5,2,88
94,7,14,88
99,2,7,88
100,3,15,88
107,11,2,88
116,2,2,88
117,15,10,88
126,5,4,88
134,2,9,88
138,10,9,88
141,9,12,88
145,11,11,88
147,7,2,88
161,1,6,88
164,12,2,88
165,12,6,88
171,8,11,88
175,11,13,88
183,12,15,88
194,2,7,88
4,10,8,89
5,4,9,89
11,12,9,89
12,12,2,89
16,6,4,89
16,8,15,89
17,5,11,89
18,1,15,89
20,15,15,89
23,13,13,89
26,8,1,89
30,11,7,89
32,15,15,89
33,10,4,89
35,13,2,89
38,1,13,89
39,5,7,89
45,14,13,89
49,3,9,89
52,3,13,89
61,10,7,89
62,2,9,89
67,13,3,89
73,12,6,89
81,9,11,89
99,5,1,89
104,5,10,89
109,4,8,89
112,3,4,89
113,14,12,89
121,8,9,89
122,3,12,89
123,6,14,89
124,9,13,89
128,8,7,89
131,15,12,89
132,13,13,89
134,3,7,89
138,1,6,89
144,7,4,89
145,9,9,89
147,1,5,89
154,1,6,89
154,3,7,89
155,14,10,89
165,3,1,89
167,2,14,89
174,13,2,89
175,15,6,89
187,2,11,89
190,12,13,89
193,13,4,89
193,7,14,89
196,7,5,89
5,13,15,90
9,5,13,90
10,6,3,90
12,12,5,90
15,2,15,90
17,11,12,90
17,10,6,90
27,14,9,90
32,13,9,90
33,3,8,90
33,7,2,90
45,7,8,90
46,2,13,90
46,10,14,90
62,13,12,90
66,12,2,90
68,13,2,90
75,15,1,90
76,11,5,90
79,4,5,90
88,7,15,90
88,2,10,90
89,12,5,90
90,6,13,90
91,6,2,90
104,10,13,90
107,14,10,90
113,6,15,90
114,3,15,90
115,11,6,90
132,12,3,90
134,2,4,90
134,2,14,90
136,3,1,90
141,1,12,90
142,8,9,90
143,15,13,90
145,3,4,90
147,4,2,90
148,13,5,90
156,5,4,90
165,2,6,90
175,8,7,90
183,4,5,90
189,2,6,90
193,9,8,90
7,13,12,91
7,14,6,91
12,14,12,91
13,12,14,91
16,2,4,91
23,7,8,91
24,1,5,91
27,9,6,91
32,9,1,91
33,3,2,91
39,12,5,91
40,12,8,91
44,15,4,91
45,14,8,91
48,5,15,91
56,15,6,91
56,8,3,91
59,2,10,91
63,15,8,91
65,1,8,91
70,8,11,91
79,12,6,91
82,3,15,91
83,8,8,91
85,12,8,91
97,11,10,91
102,14,8,91
106,6,9,91
108,15,6,91
115,10,9,91
115,7,10,91
115,10,13,91
121,12,9,91
125,2,15,91
133,15,9,91
137,10,8,91
138,5,4,91
142,5,4,91
143,9,10,91
154,10,9,91
154,4,15,91
162,9,5,91
163,3,14,91
166,6,5,91
168,6,2,91
176,13,14,91
182,2,6,91
186,13,7,91
197,2,3,91
198,8,7,91
6,1,1,92
12,4,9,92
12,4,9,92
13,11,9,92
15,8,11,92
16,13,5,92
19,14,12,92
20,13,10,92
21,3,15,92
21,8,12,92
29,8,8,92
29,12,2,92
33,10,8,92
36,2,10,92
38,8,4,92
46,4,13,92
47,3,15,92
50,7,9,92
59,6,14,92
59,9,7,92
80,6,3,92
85,7,5,92
85,3,14,92
91,5,15,92
93,7,7,92
99,15,5,92
103,4,13,92
109,13,5,92
122,1,5,92
127,1,13,92
131,9,7,92
131,10,2,92
137,13,8,92
142,8,14,92
144,4,8,92
149,7,3,92
155,11,15,92
159,6,7,92
165,8,9,92
166,12,13,92
169,10,1,92
169,13,6,92
172,6,10,92
186,12,15,92
194,7,14,92
199,9,4,92
8,10,8,93
31,9,5,93
34,7,5,93
43,2,12,93
48,4,5,93
49,10,11,93
51,11,12,93
54,7,10,93
55,5,10,93
58,6,7,93
65,1,3,93
65,1,9,93
71,3,6,93
72,6,15,93
75,8,12,93
78,10,4,93
83,5,7,93
84,11,3,93
90,4,7,93
95,10,4,93
97,14,8,93
97,13,12,93
99,10,12,93
100,14,5,93
100,3,7,93
103,14,14,93
120,15,12,93
122,4,7,93
125,11,11,93
132,3,3,93
136,4,13,93
140,2,5,93
141,6,4,93
144,12,3,93
148,3,3,93
151,5,6,93
155,12,10,93
158,2,15,93
158,7,11,93
163,1,2,93
165,9,10,93
166,15,7,93
172,5,1,93
172,11,1,93
175,14,9,93
176,8,13,93
188,10,2,93
192,11,10,93
199,10,6,93
2,5,14,94
7,9,13,94
12,14,7,94
12,8,1,94
14,3,14,94
18,11,5,94
23,6,2,94
29,4,8,94
46,15,11,94
48,10,10,94
51,12,11,94
61,6,6,94
68,8,4,94
70,14,2,94
74,1,4,94
84,3,12,94
98,8,15,94
102,14,13,94
103,1,14,94
107,7,10,94
110,3,1,94
114,11,5,94
117,1,6,94
119,9,7,94
126,12,14,94
126,2,11,94
131,14,7,94
132,2,1,94
135,9,7,94
137,10,14,94
140,12,8,94
141,11,4,94
142,6,4,94
146,4,11,94
148,7,8,94
155,9,2,94
162,9,5,94
165,11,10,94
170,13,7,94
181,12,7,94
182,1,3,94
187,3,11,94
199,2,12,94
11,4,7,95
13,1,10,95
16,15,14,95
20,5,7,95
23,4,5,95
31,14,13,95
33,13,3,95
42,9,4,95
42,1,4,95
49,6,8,95
50,11,5,95
68,5,5,95
78,1,8,95
79,10,3,95
81,13,4,95
85,7,12,95
85,6,5,95
92,15,15,95
94,3,9,95
100,2,6,95
101,15,14,95
105,12,12,95
111,5,7,95
123,14,14,95
125,2,4,95
126,14,6,95
126,2,3,95
131,8,2,95
137,1,11,95
139,9,6,95
142,7,14,95
149,14,11,95
150,14,7,95
150,13,2,95
151,7,1,95
153,6,10,95
156,4,2,95
167,4,15,95
169,4,15,95
176,6,15,95
177,7,13,95
191,8,14,95
191,3,10,95
197,7,3,95
3,8,13,96
5,10,5,96
7,13,11,96
9,11,15,96
12,3,7,96
13,14,5,96
14,3,9,96
19,13,7,96
21,3,15,96
32,9,7,96
42,6,10,96
45,13,14,96
48,4,15,96
48,6,11,96
53,5,4,96
54,10,8,96
55,15,4,96
56,14,6,96
57,10,3,96
59,10,10,96
60,11,14,96
69,6,4,96
71,5,9,96
72,2,3,96
76,5,4,96
88,5,9,96
89,9,9,96
89,8,15,96
90,15,2,96
101,1,6,96
102,3,13,96
102,3,10,96
105,10,14,96
108,12,10,96
110,7,10,96
111,6,12,96
113,1,9,96
114,8,3,96
117,13,9,96
118,11,6,96
120,6,12,96
123,5,10,96
123,13,13,96
125,9,11,96
126,6,5,96
127,5,4,96
130,7,5,96
135,15,6,96
139,3,8,96
145,1,10,96
148,15,8,96
150,9,15,96
153,7,14,96
153,8,3,96
155,13,3,96
155,11,7,96
158,8,5,96
166,1,14,96
167,13,2,96
171,9,10,96
174,14,1,96
176,13,6,96
185,12,15,96
188,8,7,96
197,10,10,96
198,11,5,96
10,3,12,97
10,14,10,97
12,10,7,97
15,12,10,97
16,9,8,97
31,15,5,97
34,7,6,97
41,10,10,97
43,14,10,97
44,11,1,97
51,3,6,97
53,5,1,97
55,4,1,97
58,1,3,97
59,2,7,97
60,12,8,97
60,13,6,97
66,6,11,97
73,8,5,97
74,4,4,97
74,15,11,97
81,1,5,97
88,4,6,97
89,2,13,97
91,1,1,97
95,11,15,97
103,12,3,97
105,11,14,97
110,3,6,97
112,15,6,97
113,6,11,97
115,13,6,97
118,1,7,97
120,6,8,97
128,11,8,97
132,14,9,97
137,8,9,97
140,1,3,97
149,7,5,97
150,6,3,97
157,9,10,97
169,2,15,97
170,4,12,97
183,9,7,97
188,6,8,97
189,9,10,97
189,14,8,97
193,2,4,97
195,12,1,97
199,13,3,97
21,2,2,98
26,8,2,98
28,15,5,98
34,6,5,98
39,1,8,98
51,3,3,98
52,13,12,98
53,7,11,98
53,8,14,98
54,9,1,98
56,13,5,98
62,9,1,98
69,12,6,98
69,12,2,98
70,15,13,98
71,5,7,98
74,13,3,98
77,9,12,98
80,3,4,98
88,3,13,98
90,2,12,98
90,14,12,98
91,9,7,98
91,1,5,98
99,2,11,98
100,14,6,98
104,6,10,98
108,1,3,98
115,4,14,98
129,9,2,98
133,7,5,98
134,5,8,98
135,9,3,98
137,6,14,98
143,8,9,98
143,2,11,98
145,12,12,98
147,13,6,98
148,12,5,98
148,12,8,98
150,1,10,98
156,14,3,98
159,10,14,98
174,11,3,98
179,6,9,98
181,10,8,98
187,7,4,98
188,15,4,98
192,3,1,98
195,13,3,98
197,13,14,98
12,9,6,99
12,2,14,99
14,12,9,99
23,10,14,99
24,10,5,99
32,15,12,99
35,11,6,99
39,10,6,99
42,2,14,99
44,3,2,99
48,13,5,99
54,13,1,99
55,9,1,99
60,8,2,99
67,8,4,99
67,3,6,99
70,6,6,99
70,5,6,99
76,4,1,99
77,4,1,99
88,12,15,99
92,1,9,99
105,5,3,99
105,5,14,99
107,14,6,99
108,5,8,99
114,4,9,99
118,8,7,99
120,6,14,99
133,6,5,99
138,10,15,99
141,10,7,99
142,13,2,99
146,2,12,99
148,11,3,99
151,3,15,99
155,7,14,99
167,7,7,99
174,8,10,99
176,10,10,99
177,13,3,99
184,12,15,99
184,13,8,99
186,13,7,99
187,12,8,99
195,13,4,99
200,3,9,99
3,9,9,100
3,14,15,100
5,10,9,100
7,13,13,100
15,9,8,100
19,5,1,100
21,4,1,100
24,1,5,100
25,14,6,100
28,5,2,100
30,11,13,100
37,5,5,100
38,6,1,100
40,9,13,100
43,10,12,100
53,15,10,100
61,6,4,100
68,15,5,100
69,14,14,100
71,13,14,100
73,7,13,100
75,15,12,100
75,12,5,100
83,6,10,100
84,11,2,100
85,10,4,100
86,8,2,100
87,7,12,100
94,15,4,100
96,3,4,100
100,11,7,100
111,8,3,100
112,13,11,100
118,11,15,100
128,2,9,100
128,14,15,100
131,12,3,100
134,5,13,100
139,9,5,100
140,15,8,100
140,4,2,100
151,15,8,100
154,15,1,100
157,3,6,100
165,4,14,100
169,9,14,100
175,7,12,100
179,9,13,100
188,14,4,100
189,14,6,100
194,12,2,100
199,14,15,100
6,14,1,101
7,12,14,101
7,7,1,101
8,1,7,101
12,9,4,101
13,1,9,101
16,9,2,101
21,3,1,101
21,1,2,101
26,4,13,101
27,11,15,101
35,15,9,101
43,12,6,101
44,12,15,101
51,5,5,101
62,12,12,101
78,6,6,101
78,15,12,101
85,8,3,101
86,2,3,101
88,7,6,101
90,6,15,101
94,14,12,101
105,10,3,101
113,10,14,101
123,8,11,101
131,4,9,101
133,9,14,101
134,8,2,101
136,12,15,101
137,14,6,101
138,1,4,101
140,7,6,101
144,11,7,101
144,5,15,101
145,14,13,101
146,10,15,101
147,15,3,101
148,6,10,101
157,14,11,101
157,6,12,101
164,3,3,101
164,5,6,101
165,11,2,101
170,1,3,101
180,3,3,101
180,10,15,101
184,1,13,101
187,11,13,101
193,2,12,101
200,2,7,101
1,15,8,102
2,15,9,102
11,12,11,102
15,5,7,102
26,12,14,102
27,9,9,102
29,11,4,102
32,11,11,102
34,1,14,102
41,8,4,102
44,6,12,102
47,11,9,102
48,10,7,102
54,4,3,102
57,8,13,102
62,7,7,102
63,11,13,102
72,12,11,102
76,5,3,102
79,9,5,102
82,9,2,102
84,7,12,102
89,2,8,102
95,5,7,102
99,14,14,102
99,10,1,102
104,9,12,102
110,11,13,102
111,7,8,102
112,2,13,102
113,13,2,102
114,5,12,102
120,5,4,102
129,4,10,102
136,6,1,102
138,15,8,102
140,2,4,102
141,12,10,102
143,6,7,102
147,2,12,102
148,4,5,102
150,6,12,102
155,11,9,102
158,11,3,102
159,2,2,102
160,11,2,102
164,11,1,102
173,7,3,102
174,10,6,102
175,4,10,102
180,14,8,102
182,11,8,102
187,8,13,102
193,13,10,102
197,3,8,102
9,15,1,103
12,4,5,103
14,11,1,103
22,12,6,103
29,15,8,103
30,11,6,103
37,9,14,103
38,2,7,103
46,14,1,103
55,13,12,103
58,4,1,103
63,15,13,103
68,6,8,103
68,1,4,103
68,13,14,103
71,5,11,103
80,9,2,103
83,15,11,103
96,9,14,103
106,10,9,103
109,13,15,103
115,4,13,103
116,7,8,103
122,10,8,103
133,15,1,103
139,8,15,103
145,15,7,103
148,2,6,103
150,1,1,103
151,14,7,103
156,2,12,103
157,12,6,103
158,1,1,103
160,3,13,103
165,6,15,103
170,11,3,103
174,6,7,103
182,13,14,103
185,3,2,103
188,13,6,103
190,10,13,103
191,15,10,103
192,1,15,103
197,5,11,103
197,10,11,103
200,1,7,103
11,12,14,104
11,14,12,104
14,8,1,104
21,3,11,104
24,7,1,104
29,10,2,104
31,7,2,104
35,8,11,104
35,15,5,104
36,6,14,104
37,8,3,104
37,5,5,104
40,15,9,104
42,9,5,104
47,9,12,104
56,2,8,104
67,3,8,104
73,2,15,104
82,1,4,104
84,4,10,104
85,3,7,104
87,5,11,104
94,5,8,104
99,2,8,104
106,13,5,104
111,11,11,104
117,15,14,104
117,7,3,104
126,9,9,104
130,5,4,104
131,1,10,104
136,5,1,104
136,2,6,104
137,9,6,104
137,12,8,104
141,12,5,104
143,8,7,104
143,10,10,104
146,1,13,104
147,9,3,104
148,3,6,104
151,9,2,104
152,7,15,104
152,2,7,104
157,3,1,104
165,14,13,104
170,8,7,104
171,14,14,104
171,11,7,104
180,9,9,104
192,10,4,104
192,3,5,104
195,3,15,104
195,2,12,104
195,9,5,104
3,7,5,105
15,9,9,105
18,2,5,105
25,7,5,105
27,13,9,105
32,11,12,105
34,14,13,105
39,14,7,105
43,9,14,105
44,3,7,105
50,7,13,105
51,1,10,105
53,2,2,105
55,1,13,105
62,3,12,105
69,7,4,105
72,5,1,105
78,7,12,105
84,11,6,105
87,11,9,105
87,11,3,105
88,12,2,105
91,8,6,105
99,1,11,105
105,9,9,105
108,7,3,105
108,10,11,105
109,6,7,105
115,12,3,105
121,8,6,105
124,9,7,105
125,15,10,105
148,6,6,105
148,2,11,105
153,7,1,105
155,1,15,105
157,11,15,105
160,15,10,105
162,3,5,105
167,11,14,105
168,1,15,105
179,3,14,105
180,12,5,105
180,7,3,105
186,2,2,105
191,7,14,105
195,8,7,105
2,5,10,106
4,7,12,106
8,13,13,106
10,5,12,106
13,12,3,106
15,2,6,106
21,2,12,106
23,9,1,106
26,5,12,106
31,7,6,106
62,12,9,106
62,15,12,106
65,8,15,106
69,8,15,106
87,2,10,106
93,4,6,106
106,11,5,106
111,8,6,106
118,3,11,106
118,11,11,106
127,8,10,106
130,2,10,106
132,15,11,106
133,9,2,106
137,10,6,106
141,12,2,106
146,12,4,106
155,13,6,106
159,12,5,106
161,12,4,106
167,6,7,106
168,4,7,106
171,7,2,106
173,8,6,106
174,13,2,106
177,1,3,106
185,1,12,106
188,3,14,106
188,13,14,106
190,3,9,106
197,5,6,106
197,6,12,106
1,3,6,107
3,9,14,107
3,4,1,107
15,13,14,107
21,3,1,107
26,4,9,107
33,6,4,107
33,3,7,107
33,9,7,107
42,4,12,107
46,11,14,107
48,13,11,107
50,7,10,107
54,15,14,107
55,1,11,107
58,5,1,107
60,12,10,107
63,9,1,107
69,2,3,107
71,3,1,107
77,12,11,107
77,10,9,107
79,14,11,107
80,7,10,107
92,1,12,107
93,14,7,107
93,1,13,107
97,8,5,107
100,11,14,107
100,10,14,107
107,7,8,107
109,1,10,107
109,8,6,107
